,test_mse,u_stat,test_mae
0,0.007699885917715823,0.016037188239101552,0.0008626465009866817
,test_mse,u_stat,test_mae
0,0.007699885917715823,0.016037188239101552,0.0008626465009866817
,test_mse,u_stat,test_mae
0,0.007699885917715823,0.016037188239101552,0.0008626465009866817
,test_mse,u_stat,test_mae
0,0.007699885917715823,0.016037188239101552,0.0008626465009866817
,test_mse,u_stat,test_mae
0,0.007699885917715823,0.016037188239101552,0.0008626465009866817
,test_mse,u_stat,test_mae
0,0.007699885917715823,0.016037188239101552,0.0008626465009866817
,test_mse,u_stat,test_mae
0,0.007699885917715823,0.016037188239101552,0.0008626465009866817
